Brand,Model,Price,Boite vitesse,Carrosserie,Couleur extérieure,Couleur intérieure,Cylindrée,Gouvernorat,Génération,Kilométrage,Mise en circulation,Moteur,Nombre de places,Nombre de portes,Puissance,Puissance cumulée,Puissance fiscale,Puissance thermique,Sellerie,Transmission,Énergie
Mazda,3,56 000DT,Manuelle,Coupé,Blanc,Noir,1500cm³,Tunis,III Hatchback Phase 210/2016 - 03/2019,165000km,01.2019,,5,5,,,6cv,,Tissu,Propulsion,Essence
Volkswagen,Amarok,79 000DT,Manuelle,SUV/4x4,Gris argent,Noir,2000cm³,Tunis,S1 - Double Cabine05/2012 - 06/2016,200000km,02.2016,2.0 TDi 16V RWD,5,4,122ch dyn,,10cv,,Cuir intégral,Intégrale,Diesel
Mercedes-Benz,Classe C,110 000DT,Automatique,Berline,Noir,Noir,2000cm³,Tunis,(205) Coupé09/2015 - 04/2021,120000km,01.2019,,5,5,,,8cv,,Tissu,Propulsion,Essence
Citroën,C3,28 000DT,Manuelle,Compacte,Gris Shark,Noir,1200cm³,Tunis,II (A51)10/2009 - 07/2016,130000km,08.2014,,5,5,,,5cv,,Tissu,Traction,Essence
Dacia,Dokker Van,33 800DT,Manuelle,Autres,Blanc,Noir,1500cm³,Tunis,Van09/2012 - Aujourd'hui,150000km,06.2021,,2,4,,,6cv,,Tissu,Traction,Diesel
Mercedes-Benz,GLC,153 000DT,Automatique,SUV/4x4,Blanc,Noir,2000cm³,Tunis,(X253) SUV07/2015 - 03/2019,142000km,06.2017,250 2.0 i 16V 4MATIC BlueTEC 9G-Tronic,5,5,211ch dyn,,12cv,,Cuir intégral,Traction,Essence
Ford,Focus,48 000DT,Automatique,Coupé,Noir,Noir,1000cm³,Tunis,,136000km,06.2018,,5,5,,,7cv,,Velours,Propulsion,Essence
Land Rover,Range Rover Sport,189 000DT,Automatique,SUV/4x4,Noir,Noir,3000cm³,Tunis,Sport II06/2013 - 01/2017,200000km,03.2016,,5,5,,,16cv,,Cuir intégral,Intégrale,Diesel
BMW,Série 1,73 000DT,Automatique,Coupé,Noir,Noir,1500cm³,Tunis,,210000km,09.2019,,5,5,,,7cv,,Cuir intégral,Traction,Essence
Ford,Mustang,115 000DT,Automatique,Coupé,Gris argent,Beige,4000cm³,Tunis,,16000km,01.2010,,4,2,,,28cv,,Velours,Intégrale,Essence
Mercedes-Benz,GLE Coupé,375 000DT,Automatique,SUV/4x4,Blanc,Noir,3500cm³,Tunis,(W167) Coupé11/2019 - Aujourd'hui,74000km,09.2021,350 d 3.0 d V6 24V 4MATIC 9G-TRONIC,5,4,,,8cv,272ch dyn,Alcantara,Propulsion,Hybride rechargeable diesel
Citroën,DS,103 000DT,Automatique,SUV/4x4,Blanc,Noir,1600cm³,Tunis,,99000km,07.2020,,5,5,,,10cv,,Cuir intégral,Propulsion,Essence
BMW,Série 5,138 000DT,Automatique,Berline,Noir,Marron,1600cm³,Tunis,(G30) LCI Berline07/2020 - Aujourd'hui,173000km,03.2021,,5,5,,,10cv,,Cuir intégral,Traction,Essence
BMW,Série 5,76 000DT,Automatique,Berline,Noir,Beige,2000cm³,Tunis,(F10) Berline10/2010 - 12/2013,260000km,06.2012,,5,5,,,10cv,,Cuir partiel,Traction,Essence
BMW,X6,79 000DT,Automatique,SUV/4x4,Blanc,Marron,3500cm³,Tunis,(E71)05/2008 - 06/2014,289000km,06.2008,,5,5,,,22cv,,Cuir partiel,Traction,Essence
Audi,Q3,97 000DT,Automatique,SUV/4x4,Noir,Noir,1400cm³,Tunis,,112000km,08.2018,,5,5,,,8cv,,Cuir intégral,Propulsion,Essence
Suzuki,Swift,33 500DT,Manuelle,Compacte,Blanc,Noir,1200cm³,Tunis,V06/2018 - Aujourd'hui,220000km,03.2020,1.2 L,5,5,85ch dyn,,5cv,,Tissu,Traction,Essence
Land Rover,Range Rover Sport,119 000DT,Automatique,SUV/4x4,Noir,Marron,3000cm³,Tunis,Sport I Phase 206/2009 - 06/2013,200000km,03.2011,,5,5,,,16cv,,Cuir partiel,Intégrale,Diesel
Fiat,500,55 000DT,Automatique,Coupé,Marron,Beige,1300cm³,Tunis,III Phase 307/2015 - Aujourd'hui,19000km,09.2019,,5,3,,,4cv,,Cuir partiel,Propulsion,Essence
BMW,Série 3,63 500DT,Automatique,Berline,Noir,Beige,1600cm³,Tunis,(F30) Berline01/2011 - 08/2015,210000km,05.2013,316i 1.6 16V,5,5,136ch dyn,,7cv,,Cuir intégral,Propulsion,Essence
Toyota,C-HR,72 000DT,Automatique,SUV/4x4,Gris Shark,Noir,1200cm³,Tunis,I Phase 110/2016 - 10/2019,133000km,07.2018,,5,5,,,6cv,,Cuir partiel,Propulsion,Essence
Peugeot,2008,46 000DT,Manuelle,SUV/4x4,Vert,Noir,1200cm³,Tunis,(A94) 5HB04/2013 - 10/2019,133000km,06.2017,,5,5,,,5cv,,Cuir partiel,Propulsion,Essence
Ford,Fusion,57 000DT,Manuelle,Berline,Gris argent,Noir,1500cm³,Tunis,,85000km,12.2016,,5,5,,,9cv,,Cuir intégral,Propulsion,Essence
Land Rover,Discovery Sport,117 000DT,Automatique,SUV/4x4,Noir,Beige,2000cm³,Tunis,Sport09/2014 - 04/2019,187000km,05.2017,,5,5,,,10cv,,Cuir intégral,Traction,Diesel
Hyundai,Santa Fe,140 000DT,Automatique,SUV/4x4,Blanc,Noir,2400cm³,Tunis,3 Phase 209/2015 - 01/2019,113000km,06.2016,,5,5,,,11cv,,Cuir partiel,Traction,Essence
Audi,Q3,155 000DT,Automatique,SUV/4x4,Bleu,Noir,1400cm³,Tunis,Série 2 (F3B)07/2018 - Aujourd'hui,50000km,05.2022,,5,5,,,9cv,,Cuir partiel,Propulsion,Essence
Jeep,Renegade,79 000DT,Automatique,SUV/4x4,Blanc,Noir,1400cm³,Tunis,Phase 208/2018 - Aujourd'hui,74000km,01.2019,1.4 Turbo  4x2,5,5,140ch dyn,,8cv,,Cuir intégral,Propulsion,Essence
KIA,Seltos,95 000DT,Automatique,SUV/4x4,Gris Shark,Noir,1600cm³,Tunis,Phase 111/2020 - 12/2024,37000km,06.2021,1.4 T-GDI  boite auto,5,4,140ch dyn,,8cv,,Tissu,Traction,Essence
BMW,Série 3,20 900DT,Manuelle,Berline,Blanc,Noir,2400cm³,Tunis,(E30)01/1982 - 12/1989,180000km,05.1988,324d 2.4 d 86cv,5,5,86ch dyn,,7cv,,Tissu,Propulsion,Diesel
Suzuki,Swift,33 800DT,Manuelle,Compacte,Rouge,Noir,1200cm³,Tunis,IV AZG 5 portes09/2010 - 05/2018,90000km,04.2018,1.2 L,5,5,85ch dyn,,5cv,,Similicuir,Traction,Essence
Nissan,350Z,87 000DT,Automatique,Coupé,Noir,Noir,3500cm³,Tunis,,40000km,06.2003,,2,3,,,20cv,,Cuir intégral,Propulsion,Essence
BMW,Série 5,87 000DT,Automatique,Berline,Bleu,Noir,3000cm³,Tunis,(E60) Berline05/2003 - 12/2006,190000km,10.2005,535d 3.0 d 272cv,5,5,272ch dyn,,18cv,,Cuir partiel,Propulsion,Diesel
Volkswagen,Golf 7,106 000DT,Automatique,Compacte,Bleu,Rouge,2000cm³,Tunis,VII 5 Portes08/2012 - 10/2016,70000km,06.2016,GTI 2.0 TFSI 16V Blue Motion DSG6 S&S,5,5,230ch dyn,,13cv,,Cuir intégral,Traction,Essence
BMW,X6,98 000DT,Automatique,SUV/4x4,Noir,Beige,3000cm³,Tunis,(E71)05/2008 - 06/2014,200000km,02.2010,30d xDrive 3.0 d 24V DPF,4,5,245ch dyn,,15cv,,Cuir intégral,Intégrale,Diesel
KIA,Sportage,148 600DT,Automatique,SUV/4x4,Noir,Noir,1600cm³,Tunis,V12/2021 - Aujourd'hui,39000km,06.2022,1.6 T-GDI 16V Mhev 4x2 DCT7,5,4,150ch dyn,,10cv,,Cuir intégral,Intégrale,Essence
Mercedes-Benz,GLA,115 000DT,Automatique,SUV/4x4,Blanc,Marron,2000cm³,Tunis,(156)11/2013 - 01/2017,67000km,08.2016,200 1.6 i 16V Turbo 7G-DCT,5,4,156ch dyn,,8cv,,Cuir partiel,Intégrale,Essence
Dacia,Dokker Van,34 900DT,Manuelle,Autres,Blanc,Noir,1500cm³,Tunis,Van09/2012 - Aujourd'hui,90000km,06.2020,1.5 Blue dCi DPF eco2,2,4,95ch dyn,,6cv,,Tissu,Traction,Diesel
Toyota,Hilux Simple Cabine,73 800DT,Manuelle,Pickup,Noir,Noir,2800cm³,Tunis,,480000km,01.2010,,5,4,,,10cv,,Tissu,Intégrale,Diesel
Peugeot,3008,82 000DT,Automatique,SUV/4x4,Autre,Noir,1200cm³,Tunis,II07/2016 - 08/2020,140000km,09.2018,,5,5,,,7cv,,Alcantara,Traction,Essence
Cupra,Formentor,129 000DT,Automatique,SUV/4x4,Blanc,Noir,1500cm³,Ariana,07/2020 - Aujourd'hui,56000km,10.2021,V e-hybrid 1.4 TSI 16V GPF 204 Plug in Hybrid DSG6,5,4,,204ch dyn,8cv,150ch dyn,Cuir partiel,Intégrale,Hybride rechargeable essence
Renault,Arkana,89 000DT,Automatique,SUV/4x4,Gris Shark,Noir,1600cm³,Ariana,(LJH)03/2021 - Aujourd'hui,73000km,01.2022,E-TECH 1.6 i 16V GPF 145 Hybrid S&S,5,4,,145ch dyn,5cv,94ch dyn,Tissu,Intégrale,Hybride essence
KIA,Sportage,97 000DT,Automatique,SUV/4x4,Blanc,Gris,2000cm³,Tunis,IV Phase 109/2015 - 07/2018,140000km,11.2016,,5,5,,,10cv,,Cuir intégral,Propulsion,Diesel
Mercedes-Benz,Classe E,59 000DT,Automatique,Berline,Noir,Gris,2500cm³,Tunis,(212) Berline01/2010 - 02/2013,161000km,10.2009,250 CDi 2.1 CDI 16V DPF BlueEFFICIENCY,5,4,204ch dyn,,12cv,,Cuir partiel,Propulsion,Diesel
KIA,Rio Berline,58 000DT,Automatique,Berline,Noir,Noir,1400cm³,Tunis,IV11/2016 - 09/2020,114000km,08.2019,1.4 i-CVVT 16V,5,4,100ch dyn,,6cv,,Tissu,Traction,Essence
BMW,Série 1,62 000DT,Automatique,Compacte,Blanc,Noir,1600cm³,Tunis,(F20) 5 portes07/2011 - 02/2015,115000km,06.2015,118i 1.6 i 16V,5,4,170ch dyn,,9cv,,Tissu,Intégrale,Essence
DS,4 Crossback,54 000DT,Automatique,Compacte,Blanc,Marron,1600cm³,Tunis,Crossback09/2015 - 09/2021,150000km,10.2017,1.6 THP 16V EAT6 S&S,5,4,165ch dyn,,9cv,,Cuir intégral,Traction,Essence
Mercedes-Benz,ML,79 000DT,Automatique,SUV/4x4,Noir,Beige,3200cm³,Tunis,Phase 2 (164)04/2008 - 12/2013,250000km,07.2010,,5,5,,,15cv,,Cuir intégral,Intégrale,Diesel
Mercedes-Benz,Classe C,103 000DT,Automatique,Berline,Noir,Noir,1595cm³,Ariana,(205) Berline03/2014 - 04/2021,125000km,02.2019,180 CGI 1.6 16V CGI 7G-TRONIC+,5,5,156ch dyn,,8cv,,Tissu,Propulsion,Essence
KIA,Sportage,139 000DT,Automatique,SUV/4x4,Gris anthracite,Noir,1599cm³,Ariana,V12/2021 - Aujourd'hui,37000km,10.2022,1.6 T-GDI 16V Mhev 4x4 DCT7,5,5,150ch dyn,,10cv,,Cuir intégral,Intégrale,Essence
Volkswagen,Golf 7,102 000DT,Automatique,Citadine,Bleu,Rouge,1984cm³,Ariana,VII Phase 2 5 Portes11/2016 - 01/2021,75000km,05.2016,GTI 2.0 TFSi 16V DSG6,5,5,230ch dyn,,13cv,,Similicuir,Traction,Essence
Hyundai,Tucson,129 000DT,Automatique,SUV/4x4,Vert,Noir,1598cm³,Nabeul,IV10/2020 - Aujourd'hui,47000km,03.2022,,5,5,,,7cv,,Alcantara,Traction,Hybride diesel
Fiat,500,55 000DT,Manuelle,Coupé,Blanc,Beige,1198cm³,Nabeul,III Phase 307/2015 - Aujourd'hui,78000km,10.2021,,3,5,,,4cv,,Cuir partiel,Traction,Hybride essence
Fiat,Tipo 5 portes,49 500DT,Manuelle,Citadine,Gris Shark,Noir,1398cm³,Nabeul,,68000km,10.2021,,5,5,,,5cv,,Tissu,Traction,Essence
Renault,Clio,49 500DT,Manuelle,Citadine,Blanc,Noir,1498cm³,Nabeul,,138000km,09.2020,,5,5,,,4cv,,Tissu,Traction,Diesel
Mercedes-Benz,Classe C,99 000DT,Automatique,Berline,Bleu,Noir,1598cm³,Nabeul,(205) Berline03/2014 - 04/2021,158000km,02.2015,,5,5,,,8cv,,Cuir intégral,Traction,Essence
Suzuki,Celerio,39 500DT,Manuelle,Citadine,Blanc,Noir,999cm³,Nabeul,10/2014 - 05/2022,0km,11.2024,,5,5,,,4cv,,Tissu,Traction,Essence
Volkswagen,Golf 7,48 500DT,Manuelle,Citadine,Blanc,Gris,1198cm³,Nabeul,VII 5 Portes08/2012 - 10/2016,153000km,02.2015,,5,5,,,5cv,,Tissu,Traction,Essence
Renault,Megane,59 500DT,Manuelle,Citadine,Blanc,Noir,1498cm³,Nabeul,IV Phase 2 Hatchback06/2020 - Aujourd'hui,148000km,03.2021,,5,5,,,5cv,,Tissu,Traction,Diesel
Peugeot,208,45 500DT,Manuelle,Citadine,Blanc,Noir,1499cm³,Nabeul,II (P21) 5 Portes10/2019 - 03/2024,128000km,03.2020,,5,5,,,5cv,,Tissu,Traction,Diesel
Audi,Q5,78 000DT,Automatique,SUV/4x4,Blanc,Noir,1998cm³,Nabeul,I (8RB) Phase 206/2012 - 04/2016,270000km,02.2014,,5,5,,,10cv,,Alcantara,Traction,Diesel
Citroën,C1,38 500DT,Manuelle,Citadine,Rouge,Noir,999cm³,Nabeul,,56000km,02.2021,,5,5,,,4cv,,Tissu,Traction,Essence
KIA,Sportage,138 000DT,Automatique,SUV/4x4,Blanc,Noir,1598cm³,Nabeul,V12/2021 - Aujourd'hui,29000km,01.2023,,5,5,,,10cv,,Cuir intégral,Traction,Essence
Haval,H6,76 000DT,Automatique,SUV/4x4,Bleu,Marron,1499cm³,Nabeul,II01/2019 - 06/2021,138000km,02.2021,1.5 T 143cv boite auto,5,5,143ch dyn,,9cv,,Cuir intégral,Traction,Essence
Peugeot,3008,79 000DT,Automatique,SUV/4x4,Noir,Noir,1489cm³,Nabeul,II07/2016 - 08/2020,148000km,03.2020,,5,5,,,6cv,,Tissu,Traction,Diesel
Volkswagen,Amarok,57 000DT,Manuelle,SUV/4x4,Blanc,Marron,1998cm³,Nabeul,Double Cabine11/2009 - 10/2012,198000km,02.2012,,5,5,,,7cv,,Cuir intégral,Traction,Diesel
Mercedes-Benz,CLA,145 000DT,Automatique,Berline,Noir,Noir,1499cm³,Nabeul,II (118) Coupé05/2019 - Aujourd'hui,138000km,06.2020,,5,5,,,6cv,,Cuir intégral,Traction,Diesel
Mercedes-Benz,CLA,118 000DT,Automatique,Citadine,Noir,Noir,1499cm³,Nabeul,II (118) Coupé05/2019 - Aujourd'hui,138000km,03.2020,,5,5,,,6cv,,Cuir partiel,Traction,Diesel
Mercedes-Benz,CLA,149 000DT,Automatique,Coupé,Gris Shark,Marron,1399cm³,Nabeul,II (118) Coupé05/2019 - Aujourd'hui,87000km,02.2021,,5,5,,,8cv,,Cuir intégral,Traction,Essence
Volkswagen,Golf 8,110 000DT,Automatique,Citadine,Gris anthracite,Gris,1499cm³,Nabeul,VIII Hatchback07/2019 - Aujourd'hui,87000km,05.2021,1.5 eTSi 16V BMT DSG7,5,5,150ch dyn,,8cv,,Alcantara,Traction,Essence
KIA,Sportage,98 000DT,Automatique,SUV/4x4,Rouge,Noir,1599cm³,Nabeul,IV Phase 207/2018 - 12/2021,119000km,03.2019,,5,5,,,7cv,,Cuir intégral,Traction,Diesel
KIA,Rio 5p,58 500DT,Manuelle,Citadine,Rouge,Noir,1198cm³,Bizerte,IV11/2016 - 09/2020,35000km,06.2020,1.2 i-CVVT 16V,5,5,84ch dyn,,5cv,,Tissu,Traction,Essence
BMW,Série 1,36 500DT,Manuelle,Coupé,Noir,Noir,1596cm³,Bizerte,(F21) 3 portes07/2012 - 02/2015,251000km,02.2012,116i 1.6 i 16V,5,3,136ch dyn,,7cv,,Tissu,Traction,Essence
Volkswagen,Golf 7,78 000DT,Manuelle,Citadine,Blanc,Noir,1000cm³,Bizerte,VII Phase 2 5 Portes11/2016 - 01/2021,125000km,01.2018,,5,5,,,6cv,,Tissu,Traction,Essence
Audi,Q4 E-tron,180 000DT,Automatique,SUV/4x4,Gris Shark,Gris,1000cm³,Tunis,Sportback05/2021 - Aujourd'hui,32000km,01.2023,35 e-tron,5,4,170ch dyn,,11cv,,Tissu,Propulsion,Electrique
Hyundai,i30 Fastback,86 500DT,Automatique,Berline,Noir,Gris,1000cm³,BenArous,III Fastback Phase 201/2021 - Aujourd'hui,19000km,05.2022,1.5 T-GDi 16V mHEV DCT7 S&S,5,5,159ch dyn,,8cv,,Cuir intégral,Traction,Essence
Haval,H6,71 000DT,Automatique,SUV/4x4,Blanc,Marron,1500cm³,BenArous,II01/2019 - 06/2021,100000km,10.2019,1.5 T 143cv boite auto,5,5,143ch dyn,,9cv,,Cuir intégral,Traction,Essence
Peugeot,2008,72 000DT,Manuelle,SUV/4x4,Gris anthracite,Autre,3000cm³,Ariana,II (P24E) 5HB10/2019 - Aujourd'hui,110000km,12.2020,1.2 THP Puretech 12V,5,5,100ch dyn,,6cv,,Cuir partiel,Traction,Essence
Mercedes-Benz,GLK,80 000DT,Automatique,Compacte,Noir,Beige,1000cm³,Ariana,(204)07/2008 - 06/2012,200000km,03.2009,220 CDi 2.1 CDI 16V DPF BlueEFFICIENCY 4MATIC 7G-TRONIC,5,5,170ch dyn,,9cv,,Cuir intégral,Traction,Diesel
BMW,Série 3,68 000DT,Automatique,Berline,Blanc,Beige,1000cm³,Ariana,(F30) Berline01/2011 - 08/2015,139000km,07.2014,,5,5,,,10cv,,Cuir intégral,Traction,Essence
Toyota,RAV 4,28 000DT,Manuelle,SUV/4x4,Gris Shark,Noir,1000cm³,Ariana,,200000km,06.2005,,5,5,,,10cv,,Similicuir,Traction,Essence
BMW,Série 3,41 000DT,Manuelle,Compacte,Noir,Noir,1000cm³,Ariana,(F30) Berline01/2011 - 08/2015,180000km,04.2012,,5,5,,,7cv,,Cuir intégral,Traction,Essence
BMW,Série 5,75 000DT,Automatique,Berline,Noir,Beige,1000cm³,Ariana,(E60) LCI Berline01/2007 - 09/2010,180000km,05.2010,,5,5,,,10cv,,Cuir partiel,Traction,Diesel
Mercedes-Benz,Classe E,79 000DT,Automatique,Berline,Noir,Noir,1000cm³,Ariana,(212) Berline01/2010 - 02/2013,170000km,03.2012,,5,5,,,10cv,,Cuir intégral,Traction,Diesel
Ford,Fiesta,22 500DT,Manuelle,Compacte,Bleu,Beige,1000cm³,Ariana,VI 5 portes10/2008 - 05/2013,200000km,03.2009,,5,5,,,5cv,,Tissu,Traction,Essence
Porsche,Cayenne,83 000DT,Automatique,SUV/4x4,Gris anthracite,Noir,1000cm³,Ariana,9PA112/2006 - 02/2010,128000km,07.2009,,5,5,,,21cv,,Cuir intégral,Traction,Essence
BMW,X3,295 000DT,Automatique,SUV/4x4,Noir,Beige,1000cm³,Ariana,M (F97) LCI08/2021 - Aujourd'hui,60000km,07.2022,,5,5,,,11cv,,Cuir intégral,Traction,Essence
Volkswagen,Eos,43 000DT,Manuelle,Cabriolet,Autre,Noir,1000cm³,Ariana,05/2006 - 11/2010,160000km,10.2006,,4,3,,,9cv,,Cuir intégral,Traction,Essence
Mercedes-Benz,Classe C,140 000DT,Automatique,Coupé,Gris Shark,Noir,1000cm³,Ariana,(205) Berline03/2014 - 04/2021,120000km,04.2017,,4,3,,,8cv,,Cuir partiel,Traction,Essence
Fiat,500,29 000DT,Manuelle,Coupé,Jaune,Autre,1000cm³,Ariana,III07/2007 - 06/2012,100000km,09.2010,,4,3,,,4cv,,Cuir intégral,Traction,Essence
Volkswagen,Golf 7,64 000DT,Automatique,Citadine,Gris Shark,Noir,1000cm³,Ariana,VII Phase 2 5 Portes11/2016 - 01/2021,120000km,01.2018,,5,5,,,6cv,,Similicuir,Traction,Essence
Lada,Niva,32 000DT,Manuelle,SUV/4x4,Noir,Noir,1000cm³,Ariana,Niva01/2006 - 12/2019,50000km,05.2018,,4,3,,,8cv,,Tissu,Traction,Essence
Nissan,Juke,55 000DT,Automatique,SUV/4x4,Blanc,Noir,1000cm³,Ariana,F1501/2010 - 09/2019,130000km,06.2013,1.6 L 4X2,5,5,117ch dyn,,7cv,,Similicuir,Traction,Essence
Mitsubishi,Pajero,35 000DT,Manuelle,SUV/4x4,Gris argent,Noir,1000cm³,Ariana,2 (V2/4)12/1990 - 04/2004,300000km,08.1995,,4,3,,,10cv,,Tissu,Traction,Diesel
Volvo,XC60,55 000DT,Manuelle,SUV/4x4,Gris Shark,Gris,1000cm³,Ariana,,180000km,04.2013,,5,5,,,10cv,,Tissu,Traction,Diesel
Fiat,500,53 000DT,Manuelle,Compacte,Rouge,Beige,1000cm³,Ariana,III Phase 307/2015 - Aujourd'hui,89000km,08.2022,,4,3,,,5cv,,Cuir intégral,Traction,Essence
Audi,A5 Cabriolet,62 000DT,Manuelle,Cabriolet,Blanc,Rouge,1000cm³,Ariana,Cabriolet (8F7)03/2009 - 08/2011,180000km,02.2011,,4,3,,,9cv,,Cuir intégral,Traction,Essence
Honda,CR-V,95 000DT,Automatique,SUV/4x4,Gris Shark,Noir,1000cm³,Ariana,mk V06/2018 - Aujourd'hui,60000km,05.2018,1.5 I-VTEC FAP 193 AWD 16V CVT,5,5,193ch dyn,,10cv,,Cuir intégral,Traction,Essence
BMW,Série 5,170 000DT,Automatique,Berline,Blanc,Noir,1000cm³,Ariana,(G30) LCI Berline07/2020 - Aujourd'hui,40000km,06.2020,520i 2.0 i 16V Mild Hybrid Steptronic8,5,5,184ch dyn,,10cv,,Cuir intégral,Traction,Essence
BMW,X6,175 000DT,Automatique,SUV/4x4,Noir,Noir,4395cm³,Ariana,M (E71)03/2010 - 06/2014,90000km,04.2010,4.4 V8 32V xDrive,4,5,555ch dyn,,48cv,,Cuir intégral,Traction,Essence
Land Rover,Range Rover,230 000DT,Automatique,SUV/4x4,Gris Shark,Beige,1000cm³,Ariana,IV10/2012 - 08/2017,130000km,04.2016,,5,5,,,24cv,,Similicuir,Traction,Essence
Land Rover,Range Rover,700 000DT,Automatique,SUV/4x4,Noir,Marron,3000cm³,Ariana,IV Phase 209/2017 - 04/2022,25000km,06.2021,,5,5,,,25cv,,Cuir intégral,Traction,Essence
Nissan,Patrol,85 000DT,Manuelle,SUV/4x4,Gris Shark,Noir,1000cm³,Ariana,(Y61)08/2004 - 03/2010,200000km,06.2005,,5,5,,,19cv,,Similicuir,Traction,Diesel
Nissan,Patrol,85 000DT,Manuelle,SUV/4x4,Gris anthracite,Noir,1000cm³,Ariana,(Y61)08/2004 - 03/2010,200000km,02.2006,,5,5,,,17cv,,Similicuir,Traction,Diesel
Porsche,Panamera,250 000DT,Automatique,Compacte,Rouge,Beige,1000cm³,Ariana,Panamara 97002/2009 - 06/2013,138000km,02.2011,,4,5,,,41cv,,Cuir intégral,Traction,Essence
Mercedes-Benz,ML,85 000DT,Automatique,SUV/4x4,Noir,Beige,1000cm³,Ariana,Phase 2 (164)04/2008 - 12/2013,180000km,05.2009,ML 320 3.0 CDI V6 4-Matic,5,5,224ch dyn,,15cv,,Cuir intégral,Traction,Diesel
Peugeot,308,95 000DT,Automatique,Compacte,Blanc,Noir,1000cm³,Ariana,III (P5)08/2021 - Aujourd'hui,1000km,04.2023,,5,5,,,7cv,,Cuir partiel,Traction,Essence
Hyundai,Veloster,49 000DT,Automatique,Compacte,Rouge,Noir,1000cm³,Ariana,(SB)04/2011 - 12/2014,100000km,02.2013,,4,5,,,11cv,,Similicuir,Traction,Essence
Porsche,Cayenne,190 000DT,Automatique,SUV/4x4,Bleu,Marron,1000cm³,Ariana,92A02/2010 - 05/2018,145000km,05.2013,,5,5,,,16cv,,Cuir intégral,Traction,Diesel
Porsche,Cayenne,55 000DT,Automatique,SUV/4x4,Gris argent,Rouge,1000cm³,Ariana,9PA112/2006 - 02/2010,150000km,03.2005,Turbo 4.8 DFI V8 SUV 500cv Tiptronic S,5,5,500ch dyn,,43cv,,Cuir intégral,Traction,Essence
BMW,Série 3,65 000DT,Automatique,Berline,Noir,Marron,1995cm³,Ariana,(F30) Berline01/2011 - 08/2015,258000km,07.2013,,5,4,,,7cv,,Cuir intégral,Traction,Diesel
BMW,X4,230 000DT,Automatique,SUV/4x4,Blanc,Noir,1998cm³,Monastir,(G02)04/2018 - 06/2021,110000km,01.2019,30i xDrive 2.0 i 16V,5,5,252ch dyn,,16cv,,Cuir intégral,Intégrale,Essence
Fiat,Punto,29 000DT,Manuelle,Citadine,Gris anthracite,Noir,1200cm³,BenArous,(199) 5 portes10/2011 - Aujourd'hui,216000km,05.2015,1.2 i S&S,5,5,69ch dyn,,4cv,,Tissu,Traction,Essence
Peugeot,Partner,37 200DT,Manuelle,Citadine,Blanc,Gris,1560cm³,Monastir,(B9) Utilitaire05/2008 - 04/2015,220000km,11.2014,,3,4,,,5cv,,Tissu,Traction,Diesel
Chery,Tiggo 3X,58 000DT,Automatique,SUV/4x4,Noir,Noir,998cm³,Tunis,12/2021 - Aujourd'hui,8000km,11.2022,1.0 L Turbo CVT,5,5,102ch dyn,,6cv,,Similicuir,Traction,Essence
Mercedes-Benz,CLA,170 000DT,Automatique,Berline,Blanc,Noir,1399cm³,Sousse,II (118) Coupé05/2019 - Aujourd'hui,25000km,08.2021,,5,4,,,8cv,,Cuir intégral,Traction,Hybride essence
Mercedes-Benz,Classe A,135 000DT,Automatique,Citadine,Gris Shark,Gris,1500cm³,Monastir,(W177) Hatchback03/2018 - 02/2023,35000km,08.2020,250 e 1.3 Ti 16V 218 PHEV 8G-DCT,5,5,,218ch dyn,8cv,158ch dyn,Tissu,Traction,Hybride rechargeable essence
Peugeot,308,50 000DT,Manuelle,Citadine,Gris Shark,Gris,1200cm³,Monastir,II (T9) Phase II09/2017 - 07/2021,102000km,01.2020,,5,5,,,5cv,,Tissu,Traction,Essence
Hyundai,Tucson,84 000DT,Automatique,SUV/4x4,Gris argent,Beige,1999cm³,BenArous,III07/2015 - 07/2018,215000km,11.2015,2.0 GDI 16V 2WD,5,4,155ch dyn,,11cv,,Tissu,Intégrale,Essence
Mercedes-Benz,CLA,97 000DT,Automatique,Berline,Noir,Noir,1600cm³,Ariana,(117) Shooting Brake Phase 202/2016 - 10/2019,125043km,06.2018,180 1.6 i 16V 7G-DCT,5,4,122ch dyn,,7cv,,Cuir intégral,Traction,Essence
KIA,Sportage Hybride,150 000DT,Automatique,SUV/4x4,Gris anthracite,Noir,1600cm³,Ariana,V12/2021 - Aujourd'hui,36000km,09.2023,1.6 l T-GDI 7-DCT,5,4,,,10cv,180ch dyn,Cuir intégral,Traction,Hybride essence
KIA,Rio 5p,54 000DT,Manuelle,Berline,Marron,Gris,1200cm³,Ariana,IV11/2016 - 09/2020,68954km,01.2019,1.2 i-CVVT 16V,5,4,84ch dyn,,5cv,,Tissu,Traction,Essence
Volkswagen,Golf 7,75 000DT,Manuelle,Berline,Gris argent,Gris,1400cm³,Ariana,VII 5 Portes08/2012 - 10/2016,26043km,06.2016,1.4 TSI 16V Blue Motion S&S,5,4,140ch dyn,,7cv,,Alcantara,Traction,Essence
Volkswagen,Golf 8,87 000DT,Manuelle,Berline,Gris anthracite,Noir,1000cm³,Ariana,VIII Hatchback07/2019 - Aujourd'hui,70001km,10.2020,1.0 TSi 12V BMT,5,4,110ch dyn,,6cv,,Tissu,Traction,Essence
